author,content,description,publishedAt,source,title,url,urlToImage
"Jonathan Liew, Jonathan Liew","A few months ago, Neymar gave a rare interview to the Brazilian TV programme Globo Esporte, where he flatly refuted any link between his football career and his activities off the pitch. I do not think that my social life hinders my performance on the pitch, … [+6492 chars]",The Brazilian has endured a turbulent week - even by the standards of the Neymar-verse - as he has been forced to defend himself against sexual assault allegations,2019-06-07T16:48:28Z,"{'id': 'independent', 'name': 'Independent'}","Welcome to the Neymar show, a 24-hour reality TV spectacular with only one star",https://www.independent.co.uk/sport/football/world/neymar-news-rape-allegations-latest-psg-brazil-jonathan-liew-a8949576.html,https://static.independent.co.uk/s3fs-public/thumbnails/image/2019/06/07/16/Neymar.jpg
,"Every week, around 30 people gather on the rooftop of a building in the Sao Paulo neighbourhood of Capao Redondo, to reduce stress and bring peace to lives lived in one of the most dangerous areas of the Brazilian city. 
The class is free and is given by 56-… [+402 chars]",Residents of one of Sao Paolo's most dangerous neighbourhoods are being offered rooftop yoga classes.,2019-06-07T15:45:17Z,"{'id': None, 'name': 'Euronews.com'}",Watch: Free rooftop yoga on offer in Brazilian favela,https://www.euronews.com/2019/06/07/watch-free-rooftop-yoga-on-offer-in-brazilian-favela,https://static.euronews.com/articles/stories/03/94/84/18/1000x563_cmsv2_5d1ec234-18ee-5c21-89e2-0d23da7df3d3-3948418.jpg
,"Brazil's Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape.
The football megastar -- full name Neymar da Silva Santos Junior -- went to… [+3846 chars]",Brazil's Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape.The global network of Agence France-Presse covers 151 countriesIf you,2019-06-07T12:17:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/3954/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu16,
,"Brazil's Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape.
The football megastar -- full name Neymar da Silva Santos Junior -- went to… [+3846 chars]",Brazil's Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape.The global network of Agence France-Presse covers 151 countriesIf you,2019-06-07T12:56:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/15/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu16,
https://www.facebook.com/bbcnews,"Image copyrightReutersImage caption
 Neymar visited a police station in Rio de Janeiro
Brazil football star Neymar has attended a police station in Rio de Janeiro to make a statement following a rape allegation, his lawyer says.
The star denies raping Naji… [+5213 chars]",The Brazil footballer visits a police station in Rio after a woman accused him of rape in Paris.,2019-06-07T08:11:23Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Neymar gives statement to police in Brazil amid rape allegation,https://www.bbc.co.uk/news/world-latin-america-48552904,https://ichef.bbci.co.uk/news/1024/branded_news/46EE/production/_107285181_mediaitem107285178.jpg
,,"Brazilian President Jair Bolsonaro said on Thursday the Mercosur bloc of South American countries will soon sign a trade deal with the European Union, and he thanked Argentine President Mauricio Macri for his role in pushing for the commercial pact. Speaking …",2019-06-07T05:35:00Z,"{'id': None, 'name': 'Yahoo.com'}",Brazil's Bolsonaro says Mercosur will soon sign EU trade deal,https://news.yahoo.com/brazils-bolsonaro-says-mercosur-soon-053500016.html,
Valesca Lima,"A few months into the regime of President Jair Bolsonaro, 60 percent of Brazilians believe democracy is the optimal form of government, according the latest Americas Barometer opinion survey. For the past 20 years, many scholars have considered Brazil the wor… [+5696 chars]","At risk are councils that focus on the disabled, environment, child labor, public security and LGBT issues.",2019-06-07T10:00:00Z,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Brazil’s new leaders are challenging the tradition of participatory democracy. Here’s why.,https://www.washingtonpost.com/politics/2019/06/07/brazils-new-leaders-are-challenging-tradition-participatory-democracy-heres-why/,https://www.washingtonpost.com/resizer/X6zBBXY-DS-aPN7CRGT2kHfCNfU=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/RPSRDAUHZEI6THLT4K5GXPY3TM.jpg
https://www.facebook.com/DailyMailCeleb,"Wagner Moura has admitted he is hesitant to return to his home country of Brazil, as he fears he could be in 'danger'. 
The Narcos star, 42, expressed his concerns to Daily Telegraph, while attending the Sydney Film Festival, where he is sitting on the judgi… [+2493 chars]","Narcos star Wagner Moura admits he is hesitant to return to his home country of Brazil, as he fears he could be in 'danger' given its current political situation.",2019-06-07T03:44:51Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}",Narcos star Wagner Moura fears for his safety in home country Brazil,https://www.dailymail.co.uk/tvshowbiz/article-7114587/Narcos-star-Wagner-Moura-fears-safety-home-country-Brazil.html,https://i.dailymail.co.uk/1s/2019/06/07/04/14485012-0-image-a-68_1559879082395.jpg
Rob Urie,"The 1885 inauguration of Grover Cleveland – Public Domain
Party Politics for Party People
American Party politics would be a complete farce if the consequences werent so grave. Were either of the dominant Parties to achieve 100% consensus on any issue, it w… [+15319 chars]","Party Politics for Party People American Party politics would be a complete farce if the consequences weren’t so grave. Were either of the dominant Parties to achieve 100% consensus on any issue, it would represent the views of about 18%* of eligible voters. …",2019-06-07T09:05:29Z,"{'id': None, 'name': 'Counterpunch.org'}",Electoral Politics Versus Democracy,https://www.counterpunch.org/2019/06/07/electoral-politics-versus-democracy/,https://www.counterpunch.org/wp-content/dropzone/2018/06/cp-og-logo.png
adekunle,"Brazil’s Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape.
Neymar
The football megastar — full name Neymar da Silva Santos Junior — w… [+4022 chars]",Brazil's Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. Continue reading Brazil’s Neymar in trouble over intimate pics of woman accu…,2019-06-07T07:23:53Z,"{'id': None, 'name': 'Vanguardngr.com'}",Brazil’s Neymar in trouble over intimate pics of woman accusing him of rape,https://www.vanguardngr.com/2019/06/brazils-neymar-in-trouble-over-intimate-pics-of-woman-accusing-him-of-rape/,https://i1.wp.com/cdn.vanguardngr.com/wp-content/uploads/2018/07/Neymar7-e1530983423195.jpg?fit=412%2C275&ssl=1
AFP,"Neymar has been accused of rape by a Brazilian woman. (AFP pic)
RIO DE JANEIRO: Brazil’s Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of r… [+3906 chars]",Brazil's Neymar gives a statement on whether he broke the law by posting intimate pictures of a woman who accused him of rape.,2019-06-07T09:35:47Z,"{'id': None, 'name': 'Freemalaysiatoday.com'}",Brazil’s Neymar in trouble over intimate pics of woman accusing him of rape,https://www.freemalaysiatoday.com/category/sports/2019/06/07/brazils-neymar-in-trouble-over-intimate-pics-of-woman-accusing-him-of-rape/,https://s3media.freemalaysiatoday.com/wp-content/uploads/2019/06/Webp.net-resizeimage-2019-06-05T155845.872.jpg
NDTVSports.com,Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. The football megastar -- full name Neymar da Silva Santos Junior -- … [+3521 chars],"Neymar went to the police station in an attempt to defend himself, sitting in a wheelchair after spraining his ankle in a pre-Copa America friendly.",2019-06-07T05:32:38Z,"{'id': None, 'name': 'Ndtv.com'}",Neymar In Trouble Over Intimate Pics Of Woman Accusing Him Of Rape,https://sports.ndtv.com/football/brazils-neymar-in-trouble-over-intimate-pics-of-woman-accusing-him-of-rape-2049414,https://c.ndtvimg.com/2019-06/71mofl2o_neymar-afp_625x300_07_June_19.jpg
Andrew Hecht,"Brazil is the country with South America's leading economy. It has enormous potential given its attraction for tourism because of its diverse geography. However, it is a combination minerals, ores, energy, and metals in the crust of the earth, climate, fertil… [+8623 chars]",The Brazilian currency has been rallying since May 20. The new administration pledged reforms. Brazilian stocks have outperformed. Brazilian commodities rallyin,2019-06-07T10:15:00Z,"{'id': None, 'name': 'Seekingalpha.com'}",A Quiet Rally In The Brazilian Real,https://seekingalpha.com/article/4268743-quiet-rally-brazilian-real,https://static3.seekingalpha.com/images/marketing_images/global_currencies_flags/brazil_2.jpeg
Reuters Editorial,"BUENOS AIRES (Reuters) - Brazilian President Jair Bolsonaro said on Thursday the Mercosur bloc of South American countries will soon sign a trade deal with the European Union, and he thanked Argentine President Mauricio Macri for his role in pushing for the c… [+1190 chars]","Brazilian President Jair Bolsonaro said on Thursday the Mercosur bloc of South American countries will soon sign a trade deal with the European Union, and he thanked Argentine President Mauricio Macri for his role in pushing for the commercial pact.",2019-06-07T05:35:00Z,"{'id': 'reuters', 'name': 'Reuters'}",Brazil's Bolsonaro says Mercosur will soon sign EU trade deal,https://in.reuters.com/article/argentina-brazil-bolsonaro-idINKCN1T809T,https://s3.reutersmedia.net/resources/r/?m=02&d=20190607&t=2&i=1395247454&w=1200&r=LYNXNPEF560AQ
,"Brasilia - Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape.
The football megastar - full name Neymar da Silva Santos… [+3494 chars]",Brazil's Neymar went to a Rio de Janeiro police station in a probe into whether he broke the law by posting intimate pictures of a woman.,2019-06-07T06:08:29Z,"{'id': None, 'name': 'Sport24.co.za'}",Sport24.co.za | Neymar in trouble over intimate pics of woman accusing him of rape,https://www.sport24.co.za/Soccer/International/neymar-in-trouble-over-intimate-pics-of-woman-accusing-him-of-rape-20190607,http://cdn.24.co.za/files/Cms/General/d/6624/5aaa42d9ee27465bafa23c610df8058a.gif
,"Brazil star Neymar will be reassessed by Paris Saint-Germain's medical team ""within the next 72 hours"", the club said Thursday, after the star striker sprained his ankle in a pre-Copa America friendly that has ruled him out of the tournament.
The injury to t… [+4668 chars]","Brazil star Neymar will be reassessed by Paris Saint-Germain's medical team ""within the next 72 hours"", the club said Thursday, after the star striker sprained his ankle in a pre-Copa America friendly that has ruled him out of the tournament.T",2019-06-07T03:47:00Z,"{'id': None, 'name': 'Afp.com'}",PSG medics to reassess injured Brazil star Neymar 'within 72 hours',https://www.afp.com/en/news/3955/psg-medics-reassess-injured-brazil-star-neymar-within-72-hours-doc-1ha5eu7,
,"Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. 
The football megastar -- full name Neymar da Silva Santos Junior -… [+3532 chars]",Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. The global network of Agence France-Presse covers 151 countr,2019-06-07T07:15:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/3955/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu11,
,"Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. 
The football megastar -- full name Neymar da Silva Santos Junior -… [+3532 chars]",Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. The global network of Agence France-Presse covers 151 countr,2019-06-07T06:26:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/3954/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu12,
,"Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. 
The football megastar -- full name Neymar da Silva Santos Junior -… [+3532 chars]",Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. The global network of Agence France-Presse covers 151 countr,2019-06-07T10:23:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/15/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu13,
,"Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. 
The football megastar -- full name Neymar da Silva Santos Junior -… [+3532 chars]",Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. The global network of Agence France-Presse covers 151 countr,2019-06-07T07:24:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/15/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu12,
,"Brazil's Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape.
The football megastar -- full name Neymar da Silva Santos Junior -- went to… [+3846 chars]",Brazil's Neymar gave a statement at a Rio de Janeiro police station Thursday in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape.The global network of Agence France-Presse covers 151 countriesIf you,2019-06-07T09:38:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/3955/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu16,
,"Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. 
The football megastar -- full name Neymar da Silva Santos Junior -… [+3532 chars]",Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. The global network of Agence France-Presse covers 151 countr,2019-06-07T10:19:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/3954/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu13,
,"Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. 
The football megastar -- full name Neymar da Silva Santos Junior -… [+3532 chars]",Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. The global network of Agence France-Presse covers 151 countr,2019-06-07T09:38:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/3955/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu13,
,"Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. 
The football megastar -- full name Neymar da Silva Santos Junior -… [+3532 chars]",Brazil's Neymar went to a Rio de Janeiro police station Thursday to give a statement in a probe into whether he broke the law by posting intimate pictures of a woman who accused him of rape. The global network of Agence France-Presse covers 151 countr,2019-06-07T07:21:00Z,"{'id': None, 'name': 'Afp.com'}",Brazil's Neymar in trouble over intimate pics of woman accusing him of rape,https://www.afp.com/en/news/3955/brazils-neymar-trouble-over-intimate-pics-woman-accusing-him-rape-doc-1ha5eu12,
